tick;price
3895;217,659
3896;103,335
3897;212,504
3898;137,503
3899;213,932
3900;131,379
3901;212,504
3902;134,717
3903;251,829
3904;134,717
3905;234,662
3906;134,717
3907;228,262
3908;168,735
3909;152,189
3910;130,943
3911;131,379
3912;234,761
3913;271,508
3914;143,219
3915;274,733
3916;133,582
3917;134,717
3918;133,582
3919;138,224
3920;106,598
3921;130,943
3922;111,838
3923;130,943
3924;80,537
3925;83,937
3926;82,416
3927;87,88
3928;75,2
3929;77,402
3930;76,116
3931;78,741
3932;69,195
3933;69,34
3934;69,34
3935;69,495
3936;48,354
3937;55,134
3938;50,708
3939;67,582
3940;42,091
3941;43,845
3942;41,607
3943;42,29
3944;39,546
3945;40,946
3946;39,853
3947;40,946
3948;38,186
3949;39,853
3950;35,015
3951;39,947
3952;42,091
3953;42,091
3954;39,853
3955;39,853
3956;50,851
3957;52,206
3958;46,226
3959;58,134
3960;145,922
3961;91,599
3962;82,006
3963;79,137
3964;213,932
3965;155,156
3966;121,546
3967;109,027
3968;133,582
3969;206,31
3970;129,544
3971;130,943
3972;104,867
3973;103,335
3974;83,937
3975;81,983
3976;71,426
3977;73,317
3978;68,318
3979;69,195
3980;108,289
3981;113,781
3982;79,462
3983;80,537
3984;69,495
3985;76,116
3986;69,34
3987;69,495
3988;62,19
3989;67,582
3990;48,928
3991;69,495
3992;48,928
3993;69,495
3994;69,34
3995;78,741
3996;76,116
3997;82,416
3998;81,983
3999;113,781
4000;87,88
4001;180,963
4002;99,154
4003;138,323
4004;241,459
4005;165,846
4006;136,948
4007;130,943
4008;143,219
4009;212,886
4010;130,943
4011;134,717
4012;112,837
4013;129,879
4014;107,53
4015;129,879
4016;78,741
4017;80,336
4018;77,252
4019;78,741
4020;69,495
4021;76,116
4022;69,495
4023;78,741
4024;66,356
4025;69,34
4026;67,582
4027;69,195
4028;41,607
4029;44,608
4030;42,29
4031;50,851
4032;36,106
4033;42,091
4034;41,509
4035;44,387
4036;34,411
4037;42,091
4038;41,509
4039;44,608
4040;34,411
4041;41,607
4042;41,509
4043;44,387
4044;39,853
4045;42,29
4046;40,946
4047;42,29
4048;42,091
4049;44,608
4050;41,509
4051;42,39
4052;67,582
4053;68,455
4054;67,582
4055;68,764
4056;142,288
4057;102,661
4058;82,416
4059;80,55
4060;211,21
4061;152,112
4062;115,38
4063;108,082
4064;130,943
4065;131,379
4066;92,977
4067;129,879
4068;87,129
4069;87,88
4070;78,741
4071;78,741
4072;73,317
4073;73,17
4074;71,355
4075;72,644
4076;69,495
4077;69,495
4078;62,19
4079;61,996
4080;48,928
4081;48,489
4082;45,395
4083;52,206
4084;44,608
4085;48,354
4086;44,608
4087;67,582
4088;40,946
4089;48,354
4090;46,467
4091;68,455
4092;50,851
4093;69,34
4094;69,495
4095;80,336
4096;79,137
4097;87,903
4098;95,719
4099;142,288
4100;212,886
4101;155,156
4102;100,41
4103;98,069
4104;187,342
4105;155,175
4106;87,88
4107;87,88
4108;77,402
4109;77,402
4110;72,179
4111;76,116
4112;52,049
4113;69,195
4114;45,395
4115;50,708
4116;39,546
4117;42,091
4118;39,486
4119;42,091
4120;35,015
4121;44,608
4122;41,509
4123;47,329
4124;31,346
4125;39,947
4126;26,011
4127;41,509
4128;6,947
4129;37,05
4130;9,374
4131;35,788
4132;3,976
4133;32,478
4134;7,966
4135;35,406
4136;3,616
4137;29,717
4138;1,881
4139;30,576
4140;7,966
4141;34,134
4142;8,656
4143;32,478
4144;9,374
4145;35,788
4146;10,726
4147;39,853
4148;43,835
4149;48,489
4150;41,607
4151;42,39
4152;71,331
4153;75,92
4154;69,195
4155;69,495
4156;86,505
4157;102,661
4158;81,983
4159;82,033
4160;80,5
4161;81,983
4162;71,355
4163;71,355
4164;68,455
4165;67,582
4166;50,851
4167;67,582
4168;67,582
4169;69,34
4170;48,354
4171;67,582
4172;69,195
4173;78,741
4174;78,741
4175;87,88
4176;81,983
4177;142,288
4178;113,801
4179;225,826
4180;129,544
4181;138,323
4182;129,879
4183;206,31
4184;106,598
4185;203,114
4186;130,943
4187;142,567
4188;92,977
4189;206,31
4190;130,943
4191;131,379
4192;109,027
4193;131,379
4194;106,598
4195;131,379
4196;233,018
4197;175,288
4198;136,557
4199;142,318
4200;134,717
4201;228,262
4202;143,219
4203;234,761
4204;127,587
4205;130,943
4206;115,692
4207;129,879
4208;78,741
4209;78,741
4210;77,252
4211;77,218
4212;69,925
4213;73,317
4214;69,495
4215;69,495
4216;57,767
4217;67,582
4218;53,629
4219;67,582
4220;39,486
4221;39,853
4222;38,247
4223;39,853
4224;32,758
4225;39,853
4226;32,758
4227;39,853
4228;31,503
4229;32,11
4230;31,346
4231;40,946
4232;26,011
4233;39,947
4234;24,636
4235;39,947
4236;39,853
4237;40,946
4238;24,636
4239;39,853
4240;40,946
4241;41,607
4242;41,607
4243;42,39
4244;58,134
4245;64,216
4246;50,851
4247;66,626
4248;83,937
4249;83,937
4250;81,983
4251;80,336
4252;150,952
4253;99,478
4254;83,937
4255;80,336
4256;81,983
4257;81,983
4258;77,402
4259;74,683
4260;71,873
4261;69,495
4262;67,582
4263;61,996
4264;48,489
4265;47,206
4266;42,091
4267;41,607
4268;40,946
4269;39,947
4270;39,546
4271;41,607
4272;36,621
4273;41,607
4274;41,607
4275;44,608
4276;39,853
4277;42,29
4278;42,39
4279;58,134
4280;46,467
4281;69,195
4282;69,195
4283;78,741
4284;72,644
4285;80,336
4286;82,416
4287;113,781
4288;88,331
4289;125,079
4290;127,042
4291;145,922
4292;218,085
4293;155,156
4294;111,043
4295;96,521
4296;131,379
4297;130,943
4298;83,937
4299;83,937
4300;74,29
4301;77,402
4302;72,326
4303;72,644
4304;45,987
4305;49,571
4306;42,29
4307;42,39
4308;36,621
4309;36,631
4310;34,411
4311;41,509
4312;31,994
4313;41,607
4314;39,853
4315;40,946
4316;17,209
4317;40,946
4318;15,291
4319;41,607
4320;6,947
4321;35,406
4322;5,404
4323;32,478
4324;-0,916
4325;30,408
4326;1,134
4327;29,717
4328;-16,715
4329;29,464
4330;-8,375
4331;29,464
4332;-16,822
4333;4,306
4334;-17,428
4335;24,057
4336;-15,126
4337;29,464
4338;-8,375
4339;26,503
4340;-10,012
4341;26,503
4342;-11,606
4343;24,057
4344;-16,822
4345;29,464
4346;-5,079
4347;29,464
4348;31,034
4349;35,406
4350;8,023
4351;29,464
4352;37,306
4353;39,947
4354;11,478
4355;35,788
4356;39,853
4357;40,946
4358;10,905
4359;39,853
4360;14,053
4361;39,853
4362;9,302
4363;35,788
4364;8,165
4365;35,788
4366;6,947
4367;15,048
4368;3,976
4369;32,478
4370;9,374
4371;37,05
4372;6,788
4373;29,464
4374;7,966
4375;30,408
4376;3,976
4377;35,788
4378;9,374
4379;39,421
4380;10,726
4381;37,306
4382;12,152
4383;40,946
4384;15,829
4385;41,607
4386;39,853
4387;45,287
4388;52,032
4389;60,153
4390;44,608
4391;45,287
4392;67,582
4393;67,582
4394;44,608
4395;46,226
4396;34,886
4397;39,853
4398;31,588
4399;41,509
4400;8,591
4401;39,421
4402;11,993
4403;39,853
4404;5,404
4405;29,464
4406;4,471
4407;30,408
4408;3,976
4409;32,478
4410;7,162
4411;30,408
4412;-15,643
4413;29,464
4414;-16,715
4415;24,057
4416;-17,534
4417;4,306
4418;-15,126
4419;2,226
4420;-21,358
4421;0,176
4422;-13,888
4423;0,175
4424;-22,784
4425;-0,3
4426;-19,026
4427;-0,893
4428;-19,026
4429;-0,3
4430;-19,026
4431;-0,3
4432;-15,743
4433;0,175
4434;-20,082
4435;-0,3
4436;-21,924
4437;-0,53
4438;-19,622
4439;-2,587
4440;-23,113
4441;-3,144
4442;-20,146
4443;-4,068
4444;-2,858
4445;1,904
4446;-21,592
4447;-0,301
4448;29,464
4449;29,464
4450;-13,784
4451;-14,896
4452;30,408
4453;9,374
4454;-16,891
4455;-17,534
4456;-17,384
4457;1,657
4458;-21,558
4459;0,175
4460;4,306
4461;26,503
4462;-15,325
4463;4,306
4464;-16,639
4465;4,306
4466;-17,534
4467;24,057
4468;-22,784
4469;1,657
4470;-19,23
4471;29,464
4472;-22,229
4473;13,238
4474;-10,912
4475;29,464
4476;-9,99
4477;29,464
4478;-8,375
4479;29,717
4480;9,374
4481;35,788
4482;40,946
4483;45,987
4484;53,527
4485;60,153
4486;46,467
4487;51,37
4488;77,105
4489;79,041
4490;73,317
4491;78,741
4492;69,195
4493;69,34
4494;52,206
4495;69,195
4496;41,202
4497;44,608
4498;42,091
4499;46,467
4500;38,247
4501;42,39
4502;41,509
4503;42,29
4504;43,629
4505;47,452
4506;42,091
4507;48,354
4508;35,015
4509;42,091
4510;41,509
4511;45,287
4512;32,758
4513;42,29
4514;41,509
4515;44,608
4516;31,994
4517;41,607
4518;39,853
4519;41,607
4520;31,994
4521;41,607
4522;33,916
4523;41,509
4524;32,049
4525;41,607
4526;39,853
4527;42,091
4528;44,387
4529;48,489
4530;44,387
4531;50,708
4532;69,34
4533;73,317
4534;69,34
4535;69,495
4536;214,529
4537;150,052
4538;93,962
4539;84,612
4540;314,035
4541;175,288
4542;137,402
4543;129,879
4544;112,837
4545;134,717
4546;106,598
4547;142,531
4548;80,739
4549;87,88
4550;76,116
4551;80,336
4552;74,29
4553;78,741
4554;71,426
4555;78,741
4556;69,925
4557;78,741
4558;69,34
4559;78,741
4560;69,34
4561;78,741
4562;69,495
4563;80,336
4564;69,495
4565;80,336
4566;73,317
4567;87,88
4568;69,495
4569;87,88
4570;81,983
4571;184,226
4572;82,165
4573;187,342
4574;91,599
4575;225,826
4576;93,74
4577;206,31
4578;133,742
4579;142,567
4580;311,533
4581;251,313
4582;152,189
4583;147,648
4584;379,079
4585;255,273
4586;163,973
4587;162,841
4588;143,219
4589;147,76
4590;142,466
4591;166,331
4592;115,692
4593;133,582
4594;115,692
4595;131,379
4596;87,88
4597;130,943
4598;87,88
4599;129,879
4600;75
4601;78,741
4602;74,565
4603;78,741
4604;68,977
4605;69,495
4606;68,455
4607;69,495
4608;39,546
4609;41,607
4610;39,711
4611;42,091
4612;35,015
4613;41,607
4614;39,853
4615;41,607
4616;34,411
4617;41,607
4618;38,198
4619;41,509
4620;32,926
4621;41,607
4622;39,853
4623;42,091
4624;41,607
4625;45,395
4626;41,607
4627;45,987
4628;69,34
4629;69,495
4630;69,195
4631;69,495
4632;142,288
4633;102,661
4634;82,416
4635;81,983
4636;234,761
4637;156,732
4638;100,41
4639;131,268
4640;83,078
4641;129,879
4642;78,741
4643;82,416
4644;73,605
4645;78,741
4646;71,426
4647;78,741
4648;71,242
4649;78,741
4650;69,34
4651;76,116
4652;68,977
4653;73,317
4654;68,318
4655;76,116
4656;67,582
4657;74,683
4658;67,582
4659;76,116
4660;67,582
4661;76,116
4662;69,34
4663;80,336
4664;69,495
4665;80,537
4666;78,741
4667;116,046
4668;79,504
4669;125,079
4670;83,521
4671;187,342
4672;82,416
4673;180,963
4674;87,876
4675;200,741
4676;150,052
4677;138,812
4678;87,88
4679;187,342
4680;314,697
4681;176,504
4682;139,157
4683;142,843
4684;112,837
4685;203,114
4686;112,837
4687;211,5
4688;80,336
4689;129,879
4690;80,336
4691;110,706
4692;69,829
4693;80,537
4694;72,644
4695;80,537
4696;61,996
4697;69,495
4698;57,767
4699;69,495
4700;39,947
4701;46,467
4702;40,946
4703;47,206
4704;39,947
4705;47,329
4706;39,853
4707;45,395
4708;36,106
4709;44,608
4710;39,853
4711;45,395
4712;34,237
4713;45,395
4714;39,853
4715;47,329
4716;41,607
4717;50,851
4718;41,509
4719;49,571
4720;45,395
4721;68,764
4722;44,608
4723;68,455
4724;69,495
4725;76,524
4726;67,582
4727;69,495
4728;166,508
4729;153,734
4730;83,937
4731;87,88
4732;268,212
4733;168,735
4734;130,943
4735;132,801
4736;131,379
4737;225,826
4738;131,379
4739;147,76
4740;115,692
4741;134,717
4742;112,837
4743;133,582
4744;106,598
4745;133,582
4746;92,977
4747;146,674
4748;92,993
4749;187,342
4750;87,88
4751;129,879
4752;71,426
4753;78,741
4754;69,495
4755;78,741
4756;106,194
4757;203,114
4758;91,599
4759;209,189
4760;83,937
4761;129,879
4762;83,937
4763;145,922
4764;83,937
4765;212,504
4766;113,709
4767;211,21
4768;95,469
4769;212,504
4770;129,879
4771;142,567
4772;136,215
4773;241,459
4774;137,503
4775;219,424
4776;379,079
4777;215,033
4778;157,002
4779;147,648
4780;134,717
4781;143,219
4782;134,717
4783;145,858
4784;103,335
4785;139,364
4786;103,678
4787;171,459
4788;78,741
4789;81,983
4790;78,741
4791;81,983
4792;73,17
4793;78,741
4794;74,683
4795;78,741
4796;57,767
4797;69,34
4798;67,582
4799;69,34
4800;41,607
4801;45,287
4802;41,509
4803;44,608
4804;39,486
4805;42,091
4806;39,853
4807;42,29
4808;35,015
4809;41,607
4810;36,651
4811;41,607
4812;39,853
4813;42,091
4814;39,853
4815;42,29
4816;42,091
4817;47,206
4818;42,091
4819;47,206
4820;68,455
4821;69,495
4822;67,582
4823;69,495
4824;203,114
4825;150,052
4826;87,88
4827;83,937
4828;234,653
4829;162,908
4830;121,546
4831;129,879
4832;108,338
4833;133,582
4834;106,598
4835;130,943
4836;83,937
4837;87,88
4838;77,252
4839;78,741
4840;71,843
4841;77,402
4842;69,495
4843;69,495
4844;54,746
4845;69,195
4846;46,467
4847;50,851
4848;42,29
4849;47,452
4850;41,509
4851;47,329
4852;41,202
4853;50,708
4854;42,39
4855;68,455
4856;44,387
4857;67,582
4858;49,571
4859;76,116
4860;69,195
4861;78,741
4862;78,741
4863;90,122
4864;80,336
4865;116,844
4866;83,937
4867;172,667
4868;150,052
4869;138,812
4870;91,559
4871;166,508
4872;379,079
4873;181,266
4874;141,289
4875;131,606
4876;108,338
4877;134,717
4878;106,598
4879;203,114
4880;73,17
4881;80,537
4882;72,326
4883;80,537
4884;61,996
4885;69,495
4886;57,767
4887;69,495
4888;45,287
4889;69,195
4890;45,287
4891;69,195
4892;35,015
4893;46,226
4894;39,853
4895;46,467
4896;31,503
4897;45,395
4898;39,853
4899;48,354
4900;26,011
4901;45,395
4902;39,947
4903;47,452
4904;20,244
4905;46,029
4906;40,946
4907;47,206
4908;20,244
4909;46,029
4910;40,946
4911;48,354
4912;45,287
4913;64,676
4914;42,39
4915;67,582
4916;69,195
4917;73,745
4918;67,582
4919;69,495
4920;142,288
4921;180,963
4922;83,937
4923;88,203
4924;204,91
4925;161,645
4926;114,319
4927;135,053
4928;130,943
4929;217,659
4930;129,879
4931;131,379
4932;106,598
4933;131,379
4934;92,977
4935;143,513
4936;96,843
4937;138,211
4938;82,416
4939;87,88
4940;78,741
4941;81,983
4942;74,565
4943;78,741
4944;71,843
4945;77,402
4946;71,426
4947;78,741
4948;68,455
4949;69,495
4950;68,455
4951;76,116
4952;66,98
4953;69,495
4954;68,455
4955;76,116
4956;69,195
4957;78,741
4958;76,116
4959;81,983
4960;77,402
4961;87,88
4962;80,537
4963;125,079
4964;203,114
4965;155,175
4966;114,319
4967;131,268
4968;213,932
4969;225,826
4970;133,487
4971;133,582
4972;87,88
4973;172,667
4974;87,88
4975;187,342
4976;73,17
4977;78,741
4978;73,17
4979;79,137
4980;69,34
4981;76,116
4982;69,195
4983;76,116
4984;62,19
4985;69,495
4986;54,746
4987;69,495
4988;41,202
4989;45,287
4990;40,946
4991;44,608
4992;34,237
4993;42,091
4994;37,05
4995;44,206
4996;31,503
4997;42,091
4998;31,346
4999;42,39
5000;24,636
5001;41,607
5002;20,244
5003;42,39
5004;17,209
5005;42,091
5006;17,209
5007;41,607
5008;22,188
5009;42,091
5010;15,291
5011;42,091
5012;16,994
5013;41,607
5014;9,445
5015;41,607
5016;39,853
5017;42,29
5018;10,905
5019;41,607
5020;44,608
5021;52,032
5022;42,091
5023;46,226
5024;59,877
5025;60,153
5026;39,86
5027;40,946
5028;41,509
5029;41,607
5030;24,636
5031;39,853
5032;39,853
5033;39,947
5034;9,445
5035;39,853
5036;22,188
5037;41,607
5038;10,057
5039;41,509
5040;12,152
5041;43,835
5042;39,626
5043;45,287
5044;21,287
5045;44,628
5046;41,607
5047;53,527
5048;39,853
5049;48,489
5050;44,608
5051;64,216
5052;42,091
5053;67,582
5054;48,354
5055;69,495
5056;67,582
5057;73,503
5058;69,495
5059;78,741
5060;80,336
5061;90,466
5062;80,336
5063;90,441
5064;180,963
5065;151,513
5066;83,937
5067;87,88
5068;74,98
5069;78,741
5070;73,17
5071;79,004
5072;67,582
5073;69,495
5074;67,582
5075;69,495
5076;45,381
5077;67,582
5078;45,395
5079;68,455
5080;44,608
5081;67,582
5082;44,608
5083;67,582
5084;35,015
5085;42,29
5086;39,853
5087;42,39
5088;31,503
5089;42,29
5090;31,346
5091;42,39
5092;9,445
5093;41,607
5094;12,152
5095;42,091
5096;9,262
5097;39,947
5098;9,262
5099;39,853
5100;8,591
5101;39,853
5102;8,165
5103;39,853
5104;11,993
5105;39,853
5106;11,993
5107;39,853
5108;8,165
5109;39,853
5110;8,94
5111;39,853
5112;6,947
5113;37,306
5114;6,947
5115;35,788
5116;12,152
5117;39,421
5118;8,26
5119;35,406
5120;37,306
5121;39,947
5122;8,26
5123;29,464
5124;32,478
5125;35,406
5126;3,976
5127;15,074
5128;29,464
5129;3,616
5130;-15,643
5131;-10,162
5132;-9,075
5133;24,057
5134;-17,534
5135;4,306
5136;-17,534
5137;13,238
5138;-20,62
5139;24,057
5140;-21,328
5141;13,238
5142;-9,99
5143;29,464
5144;-21,558
5145;1,657
5146;-11,797
5147;30,408
5148;-5,079
5149;32,478
5150;9,374
5151;37,05
5152;10,039
5153;40,946
5154;40,946
5155;50,839
5156;69,195
5157;74,12
5158;67,582
5159;69,34
5160;95,719
5161;99,478
5162;78,741
5163;78,741
5164;69,495
5165;77,402
5166;69,195
5167;69,495
5168;44,608
5169;67,582
5170;44,608
5171;67,582
5172;39,486
5173;42,39
5174;39,486
5175;43,535
5176;39,853
5177;42,39
5178;39,947
5179;44,608
5180;32,758
5181;42,29
5182;32,758
5183;42,29
5184;24,636
5185;42,091
5186;39,853
5187;42,39
5188;15,291
5189;42,29
5190;39,853
5191;42,39
5192;9,445
5193;41,607
5194;12,152
5195;42,091
5196;9,445
5197;41,509
5198;12,152
5199;40,946
5200;42,091
5201;46,029
5202;39,853
5203;42,091
5204;64,216
5205;67,582
5206;44,608
5207;48,354
5208;102,109
5209;102,661
5210;80,336
5211;80,328
5212;116,844
5213;119,369
5214;79,745
5215;81,983
5216;77,402
5217;77,402
5218;69,195
5219;69,34
5220;50,883
5221;67,582
5222;42,39
5223;44,387
5224;39,486
5225;39,853
5226;34,237
5227;39,853
5228;32,758
5229;33,271
5230;26,011
5231;41,607
5232;20,244
5233;44,608
5234;40,946
5235;45,287
5236;39,853
5237;44,608
5238;41,607
5239;50,74
5240;41,607
5241;59,877
5242;45,987
5243;69,195
5244;47,206
5245;69,495
5246;69,495
5247;80,336
5248;78,741
5249;93,962
5250;91,96
5251;150,952
5252;102,401
5253;166,508
5254;87,88
5255;95,37
5256;218,085
5257;165,846
5258;123,204
5259;129,879
5260;103,335
5261;206,31
5262;87,88
5263;212,504
5264;73,605
5265;82,416
5266;76,116
5267;82,416
5268;69,495
5269;81,983
5270;73,317
5271;82,416
5272;66,356
5273;71,355
5274;67,582
5275;76,116
5276;41,202
5277;49,571
5278;42,091
5279;68,455
5280;39,486
5281;45,395
5282;39,853
5283;47,206
5284;34,237
5285;45,987
5286;39,947
5287;47,206
5288;32,926
5289;45,395
5290;39,947
5291;46,467
5292;39,853
5293;46,226
5294;39,853
5295;47,329
5296;42,39
5297;66,626
5298;42,091
5299;67,582
5300;69,195
5301;74,12
5302;67,582
5303;69,495
5304;187,342
5305;152,112
5306;86,485
5307;87,88
5308;130,943
5309;206,31
5310;81,983
5311;87,88
5312;76,116
5313;78,741
5314;71,426
5315;77,596
5316;69,495
5317;77,402
5318;67,552
5319;69,195
5320;48,928
5321;69,195
5322;44,608
5323;67,582
5324;48,489
5325;69,195
5326;42,091
5327;55,134
5328;41,509
5329;50,708
5330;47,206
5331;69,495
5332;47,329
5333;69,495
5334;45,395
5335;69,34
5336;46,226
5337;74,12
5338;69,34
5339;81,983
5340;78,741
5341;102,109
5342;82,416
5343;203,114
5344;83,521
5345;212,886
5346;128,191
5347;138,812
5348;109,023
5349;203,114
5350;129,544
5351;142,567
5352;314,035
5353;190,143
5354;148,082
5355;139,805
5356;127,086
5357;141,18
5358;116,135
5359;141,18
5360;83,937
5361;129,879
5362;83,937
5363;130,943
5364;74,29
5365;80,336
5366;77,402
5367;82,416
5368;71,426
5369;79,137
5370;76,116
5371;80,336
5372;54,746
5373;69,495
5374;67,582
5375;69,495
5376;42,39
5377;52,206
5378;43,845
5379;55,134
5380;39,546
5381;42,39
5382;40,946
5383;46,467
5384;39,486
5385;42,39
5386;39,853
5387;44,608
5388;39,486
5389;42,39
5390;39,853
5391;44,608
5392;46,467
5393;69,195
5394;49,571
5395;69,34
5396;74,12
5397;80,336
5398;69,495
5399;78,741
5400;261,65
5401;165,846
5402;117,941
5403;131,268
5404;314,035
5405;190,143
5406;140,299
5407;142,843
5408;130,943
5409;141,18
5410;127,095
5411;133,582
5412;108,338
5413;133,582
5414;92,977
5415;184,226
5416;87,88
5417;130,943
5418;79,137
5419;83,937
5420;77,252
5421;80,537
5422;73,317
5423;80,336
5424;71,843
5425;80,336
5426;71,524
5427;81,983
5428;76,116
5429;83,937
5430;78,741
5431;124,625
5432;74,683
5433;87,88
5434;80,336
5435;145,922
5436;83,937
5437;211,21
5438;113,709
5439;218,085
5440;96,039
5441;218,085
5442;139,737
5443;209,189
5444;212,886
5445;281,636
5446;171,407
5447;152,296
5448;379,079
5449;314,074
5450;172,453
5451;169,841
5452;147,76
5453;160,682
5454;147,215
5455;167,519
5456;129,409
5457;133,582
5458;129,406
5459;131,379
5460;106,598
5461;131,379
5462;103,335
5463;134,231
5464;80,537
5465;87,88
5466;80,336
5467;83,937
5468;71,426
5469;78,741
5470;73,317
5471;78,741
5472;50,883
5473;69,195
5474;50,883
5475;69,195
5476;44,81
5477;50,851
5478;45,287
5479;52,049
5480;43,845
5481;48,354
5482;42,39
5483;48,354
5484;46,467
5485;67,582
5486;46,467
5487;53,629
5488;67,582
5489;69,195
5490;67,582
5491;69,195
5492;78,741
5493;80,537
5494;78,741
5495;79,137
5496;255,498
5497;156,732
5498;115,38
5499;108,082
5500;269,883
5501;168,692
5502;130,943
5503;130,943
5504;133,582
5505;143,219
5506;116,135
5507;131,379
5508;113,209
5509;131,379
5510;107,53
5511;130,943
5512;87,88
5513;94,982
5514;79,137
5515;80,336
5516;76,116
5517;77,596
5518;72,179
5519;77,402
5520;69,195
5521;69,495
5522;68,318
5523;71,355
5524;66,98
5525;69,495
5526;62,19
5527;69,495
5528;61,996
5529;69,495
5530;68,455
5531;78,741
5532;69,495
5533;80,537
5534;80,336
5535;106,779
5536;83,937
5537;166,508
5538;95,368
5539;138,323
5540;131,268
5541;217,957
5542;137,503
5543;130,943
5544;238,808
5545;186,523
5546;143,95
5547;139,805
5548;129,406
5549;130,943
5550;127,086
5551;131,379
5552;87,88
5553;122,987
5554;87,88
5555;166,508
5556;77,218
5557;80,336
5558;78,741
5559;81,983
5560;72,326
5561;78,741
5562;76,116
5563;79,137
5564;67,582
5565;69,34
5566;69,195
5567;69,495
5568;45,395
5569;67,582
5570;47,329
5571;67,582
5572;41,607
5573;45,287
5574;42,091
5575;46,226
5576;41,202
5577;44,608
5578;41,607
5579;44,608
5580;41,607
5581;45,395
5582;41,607
5583;45,287
5584;48,354
5585;67,582
5586;50,708
5587;69,195
5588;75,044
5589;78,741
5590;74,683
5591;78,741
5592;212,504
5593;151,874
5594;100,41
5595;95,115
5596;379,079
5597;186,377
5598;141,899
5599;136,215
5600;129,409
5601;139,199
5602;127,086
5603;133,582
5604;106,598
5605;152,094
5606;87,88
5607;130,943
5608;82,416
5609;92,485
5610;78,741
5611;82,416
5612;76,116
5613;81,983
5614;75,402
5615;80,336
5616;72,179
5617;80,537
5618;74,683
5619;81,983
5620;69,925
5621;80,537
5622;69,829
5623;81,983
5624;69,495
5625;80,537
5626;76,116
5627;87,88
5628;77,402
5629;87,88
5630;81,983
5631;184,226
5632;83,937
5633;211,21
5634;99,885
5635;212,886
5636;131,268
5637;142,567
5638;129,879
5639;206,31
5640;379,079
5641;205,006
5642;152,189
5643;144,894
5644;131,379
5645;143,219
5646;130,943
5647;143,219
5648;87,88
5649;180,963
5650;87,88
5651;184,226
5652;74,683
5653;80,336
5654;74,565
5655;79,137
5656;71,873
5657;79,137
5658;72,644
5659;79,137
5660;66,98
5661;69,495
5662;66,356
5663;69,495
5664;44,81
5665;68,455
5666;46,467
5667;69,195
5668;41,202
5669;46,467
5670;41,509
5671;47,206
5672;39,853
5673;44,608
5674;39,853
5675;44,387
5676;39,827
5677;42,39
5678;39,853
5679;42,39
5680;39,947
5681;45,287
5682;39,947
5683;44,608
5684;39,947
5685;44,608
5686;39,947
5687;44,608
5688;41,607
5689;47,206
5690;41,509
5691;45,395
5692;67,582
5693;69,195
5694;45,395
5695;49,571
5696;69,195
5697;69,495
5698;46,226
5699;48,354
5700;67,582
5701;69,195
5702;42,29
5703;45,287
5704;42,091
5705;44,387
5706;39,486
5707;41,509
5708;39,486
5709;41,607
5710;38,186
5711;42,091
5712;35,015
5713;42,39
5714;39,853
5715;44,608
5716;35,015
5717;44,387
5718;41,607
5719;53,037
5720;39,853
5721;48,354
5722;45,395
5723;69,34
5724;47,589
5725;69,495
5726;69,34
5727;78,741
5728;69,495
5729;80,336
5730;77,402
5731;80,995
5732;81,055
5733;91,125
5734;80,336
5735;83,937
5736;212,886
5737;155,156
5738;89,224
5739;131,268
5740;78,741
5741;83,937
5742;76,116
5743;81,983
5744;67,582
5745;71,355
5746;67,582
5747;76,116
5748;53,629
5749;69,495
5750;67,582
5751;69,495
5752;49,571
5753;69,495
5754;53,629
5755;69,495
5756;41,607
5757;49,571
5758;41,202
5759;50,708
5760;35,015
5761;45,395
5762;39,01
5763;45,287
5764;31,994
5765;45,395
5766;39,853
5767;46,467
5768;29,064
5769;45,287
5770;39,853
5771;45,395
5772;40,946
5773;47,329
5774;40,946
5775;47,206
5776;29,064
5777;44,608
5778;39,853
5779;45,287
5780;24,636
5781;45,395
5782;24,636
5783;45,395
5784;20,244
5785;44,608
5786;17,209
5787;44,608
5788;41,607
5789;49,571
5790;39,947
5791;45,287
5792;50,851
5793;65,359
5794;40,946
5795;45,905
5796;48,489
5797;68,455
5798;42,091
5799;45,287
5800;41,607
5801;45,987
5802;32,926
5803;41,607
5804;39,947
5805;44,608
5806;31,503
5807;44,608
5808;29,064
5809;44,387
5810;26,011
5811;17,209
5812;8,165
5813;41,607
5814;12,152
5815;43,835
5816;6,947
5817;40,51
5818;12,152
5819;44,387
5820;14,053
5821;44,608
5822;40,946
5823;49,847
5824;42,091
5825;64,216
5826;42,29
5827;67,582
5828;68,455
5829;73,745
5830;68,455
5831;74,12
5832;122,13
5833;166,508
5834;82,033
5835;83,937
5836;77,402
5837;79,137
5838;69,495
5839;78,741
5840;48,928
5841;69,34
5842;46,467
5843;69,34
5844;41,607
5845;55,134
5846;41,607
5847;47,452
5848;42,091
5849;55,134
5850;41,509
5851;48,354
5852;35,015
5853;42,39
5854;34,237
5855;44,387
5856;31,227
5857;42,39
5858;26,011
5859;43,845
5860;9,445
5861;42,29
5862;10,882
5863;42,091
5864;8,591
5865;41,607
5866;9,465
5867;40,946
5868;10,805
5869;41,509
5870;11,553
5871;41,607
5872;22,188
5873;44,608
5874;10,905
5875;42,091
5876;49,571
5877;64,216
5878;40,946
5879;46,226
5880;75,044
5881;77,105
5882;67,582
5883;69,495
5884;78,741
